filepath,filename,class_name,label_id,split,raw_source_id,G09_Date_Magnification,G14_RAWSource
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/10_1.tif,10_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_7.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/A4-080201_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_48.tif,1_48.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_49.tif,1_49.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_5.tif,1_5.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_50.tif,1_50.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_51.tif,1_51.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_52.tif,1_52.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_53.tif,1_53.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_54.tif,1_54.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_55.tif,1_55.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_56.tif,1_56.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_57.tif,1_57.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_58.tif,1_58.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_59.tif,1_59.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_6.tif,1_6.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_60.tif,1_60.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_61.tif,1_61.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_62.tif,1_62.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_63.tif,1_63.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_64.tif,1_64.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_65.tif,1_65.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_66.tif,1_66.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_67.tif,1_67.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_68.tif,1_68.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_69.tif,1_69.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_7.tif,1_7.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_70.tif,1_70.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_71.tif,1_71.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_72.tif,1_72.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_8.tif,1_8.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/1_9.tif,1_9.tif,Papilloma,11,test,test/Papilloma/1547.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/1547.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_1.tif,2_1.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_2.tif,2_2.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_3.tif,2_3.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_4.tif,2_4.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_5.tif,2_5.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_6.tif,2_6.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_7.tif,2_7.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_8.tif,2_8.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/2_9.tif,2_9.tif,Papilloma,11,test,test/Papilloma/1577.tif,2010-06-10 09:43:16 | 73000,test/Papilloma/1577.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_1.tif,3_1.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_10.tif,3_10.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_11.tif,3_11.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_12.tif,3_12.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_13.tif,3_13.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_14.tif,3_14.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_15.tif,3_15.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_16.tif,3_16.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_17.tif,3_17.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_2.tif,3_2.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_3.tif,3_3.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_4.tif,3_4.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_5.tif,3_5.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_6.tif,3_6.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_7.tif,3_7.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_8.tif,3_8.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/3_9.tif,3_9.tif,Papilloma,11,test,test/Papilloma/5960.tif,2010-06-10 09:43:16 | 150000,test/Papilloma/5960.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_1.tif,4_1.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_10.tif,4_10.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_11.tif,4_11.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_12.tif,4_12.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_13.tif,4_13.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_14.tif,4_14.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_2.tif,4_2.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_3.tif,4_3.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_4.tif,4_4.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_5.tif,4_5.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_6.tif,4_6.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_7.tif,4_7.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_8.tif,4_8.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/4_9.tif,4_9.tif,Papilloma,11,test,test/Papilloma/5961.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5961.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_1.tif,5_1.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_10.tif,5_10.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_11.tif,5_11.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_12.tif,5_12.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_13.tif,5_13.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_14.tif,5_14.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_15.tif,5_15.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_16.tif,5_16.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_17.tif,5_17.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_18.tif,5_18.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_19.tif,5_19.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_2.tif,5_2.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_20.tif,5_20.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_21.tif,5_21.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_22.tif,5_22.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_23.tif,5_23.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_24.tif,5_24.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_25.tif,5_25.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_26.tif,5_26.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_27.tif,5_27.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_28.tif,5_28.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_29.tif,5_29.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_3.tif,5_3.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_4.tif,5_4.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_5.tif,5_5.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_6.tif,5_6.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_7.tif,5_7.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_8.tif,5_8.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/5_9.tif,5_9.tif,Papilloma,11,test,test/Papilloma/5970.tif,2010-06-10 09:43:15 | 150000,test/Papilloma/5970.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_1.tif,6_1.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_10.tif,6_10.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_11.tif,6_11.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_12.tif,6_12.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_13.tif,6_13.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_14.tif,6_14.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_15.tif,6_15.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_16.tif,6_16.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_17.tif,6_17.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_18.tif,6_18.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_19.tif,6_19.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_2.tif,6_2.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_20.tif,6_20.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_21.tif,6_21.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_22.tif,6_22.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_23.tif,6_23.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_24.tif,6_24.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_25.tif,6_25.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/test/Papilloma/6_26.tif,6_26.tif,Papilloma,11,test,test/Papilloma/5971.tif,2010-06-10 09:43:15 | 105000,test/Papilloma/5971.tif
